desertionNo,kindNm,age,sexCd,neuterYn,specialMark,careNm,careAddr,careTel,processState,age_group,species,mbti_label
444450202600119,믹스견,2024(년생),M,N,장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,공주시 동물보호센터,충청남도 공주시 우성면 내산목천길 52-15  ,041-840-3495,보호중,성체,dog,ENFP
444450202600118,믹스견,2026(년생),M,N,어린 나이에도 온순하고 사람을 잘 따름. 겁이 약간 있으나 금방 적응함.,공주시 동물보호센터,충청남도 공주시 우성면 내산목천길 52-15  ,041-840-3495,보호중,새끼,dog,ESFJ
444450202600117,믹스견,2026(년생),F,U,호기심 왕성한 새끼로 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,공주시 동물보호센터,충청남도 공주시 우성면 내산목천길 52-15  ,041-840-3495,보호중,새끼,dog,ISTJ
444450202600116,믹스견,2026(년생),F,U,호기심 왕성한 새끼로 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,공주시 동물보호센터,충청남도 공주시 우성면 내산목천길 52-15  ,041-840-3495,보호중,새끼,dog,ISTJ
443557202600023,말티즈,2022(년생),M,U,온순하고 애교가 많음. 보호자에게 매우 의존적임.,가정견훈련소,충청북도 증평군 도안면 입장길 239  ,010-3169-1151,보호중,성체,dog,ESFJ
443557202600022,믹스견,2023(년생),M,U,독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,가정견훈련소,충청북도 증평군 도안면 입장길 239  ,010-3169-1151,보호중,성체,dog,ISTJ
442420202600086,믹스견,2026(년생),M,N,아직 어리지만 활발하고 에너지가 넘침. 낯선 환경에도 호기심이 많음.,강릉시 동물사랑센터,강원도 강릉시 성산면 내맬길 172  ,033-641-7515,보호중,새끼,dog,ENFP
442419202600113,기타,2020(년생),M,N,"공격성, 목줄착용, 블랙탄",원주시동물보호센터,강원특별자치도 원주시 호저면 칠봉로 109-17  ,033-731-1119,보호중,성체,dog,ESFJ
442419202600112,믹스견,2021(년생),M,N,독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,원주시동물보호센터,강원특별자치도 원주시 호저면 칠봉로 109-17  ,033-731-1119,보호중,성체,dog,ISTJ
442419202600111,믹스견,2026(60일미만)(년생),M,N,"갈,검정, 두마리 모두 순둥 귀염둥이",원주시동물보호센터,강원특별자치도 원주시 호저면 칠봉로 109-17  ,033-731-1119,보호중,새끼,dog,ENFP
442419202600110,믹스견,2026(60일미만)(년생),F,N,"두마리 함께 또랑에서 구조, 순둥이",원주시동물보호센터,강원특별자치도 원주시 호저면 칠봉로 109-17  ,033-731-1119,보호중,새끼,dog,INFP
442419202600109,믹스견,2022(년생),M,N,"목줄착용, 순하고, 사람을 잘따름",원주시동물보호센터,강원특별자치도 원주시 호저면 칠봉로 109-17  ,033-731-1119,보호중,성체,dog,ISTJ
441560202600208,믹스견,2024(년생),M,N,온순. 얌전. 겁 약간. 좌안 눈곱. 귀 진갈. 코 분홍. 녹색 바탕 빨간 가로 줄 목줄. 우측 슬개골. ,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,031-867-9119,보호중,성체,dog,ENFP
441560202600207,푸들,2013(년생),F,U,꽃무늬조끼.미용됨.온순.얌전.부정교합.치석.양눈백내장.좌사타구니탈장.우측슬개골.피부질환/탈모.단미됨.,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,031-867-9119,보호중,노령,dog,ENFJ
441414202600145,믹스견,2024(년생),F,U,파란 바탕에 빨간 줄 있는 목줄 착용. 겁. 경계. 방어적 입질. 꼬리 단미 안됨. 털 많이 때탐. ,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,031-867-9119,보호중,성체,dog,ESFJ
441414202600144,믹스견,2021(년생),M,N,말티푸 추정. 온순. 활발. 사람 좋아함. 귀여움. 생식기 쪽 염증 추정. 잠복 고환. 유치 남아있음,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,031-867-9119,보호중,성체,dog,ISTJ
441409202600199,한국 고양이,2021(년생),M,N,눈곱. 콧물. 구강질환 및 구강염증. 여윔. 기력없음. 윗 앞니 2개/ 아래 앞니 1개 빠짐. 경계. 예민,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 (남면) ,031-867-9119,보호중,성체,cat,ENFP
441406202600211,기타축종,2026(60일미만)(년생),Q,U,아직 어리지만 겁이 많으나 천천히 적응함. 예민한 편.,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,031-867-9119,보호중,새끼,dog,INFP
441406202600210,믹스견,2020(년생),M,N,빨간바탕에노란줄있는목줄착용.분홍코.눈곱.치석.온순.얌전.사람잘따름.꼬리단미안됨.털약간때탐.,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,031-867-9119,보호중,성체,dog,ISTJ
441398202600112,한국 고양이,2025(년생),F,U,아직 어리지만 예민하고 환경 변화에 민감함. 익숙한 환경에서 안정적임.,구리시 반려돌봄센터,경기도 구리시 동구릉로136번길 57 (인창동) 2층,031-566-0059,보호중,새끼,cat,ISTJ
441398202600111,믹스묘,2024(년생),M,Y,조용하고 관찰하는 것을 좋아함. 신중하게 행동함.,구리시 반려돌봄센터,경기도 구리시 동구릉로136번길 57 (인창동) 2층,031-566-0059,보호중,성체,cat,INTJ
441398202600110,한국 고양이,2020(년생),F,Y,"순함, 사람친화적, 구내염 심함, 귀진드기",구리시 반려돌봄센터,경기도 구리시 동구릉로136번길 57 (인창동) 2층,031-566-0059,보호중,성체,cat,INFP
441398202600109,한국 고양이,2020(년생),F,Y,"순함, 사람친화적, 구내염으로 인한 치아 상실, 귀진드기",구리시 반려돌봄센터,경기도 구리시 동구릉로136번길 57 (인창동) 2층,031-566-0059,보호중,성체,cat,INFP
441382202600180,푸들,2018(년생),M,Y,미용되어있음.콧등약간의탈모.눈곱.치석.온순.얌전.사람좋아함.양눈백내장.양슬개골.꼬리단미.털상태양호. ,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 (남면) ,031-867-9119,보호중,노령,dog,ENFP
431372202600192,한국 고양이,2026(60일미만)(년생),M,N,호기심 왕성한 새끼로 활발하고 호기심이 왕성함. 장난감에 관심이 많음.,울산유기동물보호센터,울산광역시 울주군 온양읍 화산발리로 543  ,052-238-6113,보호중,새끼,cat,ENFP
431370202600131,믹스묘,2023(년생),F,N,활발하고 탐색하기를 좋아함. 호기심이 많음.,강남동물병원,울산광역시 남구 돋질로 232 (달동) 1층,052-271-0075,보호중,성체,cat,ENFP
431369202600161,한국 고양이,2026(60일미만)(년생),M,N,어린 나이에도 독립적이고 자기 영역 의식이 강함. 조용하고 관찰하는 것을 좋아함.,울산유기동물보호센터,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,052-238-6113,보호중,새끼,cat,INTJ
431369202600160,한국 고양이,2026(60일미만)(년생),M,N,호기심 왕성한 새끼로 낯선 사람을 경계하나 익숙해지면 애교가 많음. 혼자 노는 것을 즐김.,울산유기동물보호센터,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,052-238-6113,보호중,새끼,cat,ISFP
430367202600195,프렌치 불독,2025(년생),F,N,아직 어리지만 장난기가 있으나 지나치지 않음. 애정 표현을 잘 함.,대전동물보호센터,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,042-270-7239,보호중,새끼,dog,ESFP
428357202600307,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,베스트동물병원,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) ",032-934-9340,보호중,새끼,dog,ISFJ
428354202600241,아메리칸 쇼트헤어,2025(년생),M,N,순하고 옆구리에 다발성 상처가 난 상태로 구조됨 ,조재진동물병원,인천광역시 부평구 원적로 419 (산곡동) ,032-518-3800,보호중,새끼,dog,ISTP
428354202600239,말티즈,2018(년생),F,U,순하고 얌전,삼산종합동물병원,인천광역시 부평구 체육관로 40 (삼산동) ,032-330-0075,보호중,노령,dog,ENFJ
427344202600086,기타,2021(년생),F,U,독립적이고 자기 페이스대로 생활함. 적응력이 좋음.,대구유기동물보호협회,대구광역시 동구 금강로 151-13 (금강동) ,053-964-6258,보호중,성체,dog,ISTP
426335202600060,믹스견,2022(년생),F,U,"겁 많음, 순함",동부동물보호협회,부산광역시 해운대구 송정2로13번길 46 (송정동) ,051-701-7599,보호중,성체,dog,ISFJ
426335202600059,비숑 프리제,2024(년생),F,U,"털 오염 및 엉킴, 순함",동부동물보호협회,부산광역시 해운대구 송정2로13번길 46 (송정동) ,051-701-7599,보호중,성체,dog,ENFP
426333202600050,푸들,2024(년생),M,N,"순함, 겁 많음. 회색",동부유기동물보호협회,부산광역시 해운대구 송정2로13번길 46 (송정동) ,051-701-7599,보호중,성체,dog,ENFJ
411321202600050,믹스견,2022(년생),F,U,말티푸 추정. 온순. 활발. 사람 좋아함. 치석 약간. 미용 되어있음. 콧등 약간 탈모. 꼬리 단미 안됨.,한국동물구조관리협회,경기도 양주시 남면 상수리 410-1,031-867-9119,보호중,성체,dog,ISTJ
411315202600208,푸들,2023(년생),M,N,활발.온순.사람좋아함.유치남아있음.좌전지요/척골부위꺾여있음(기형or골절후잘못붙은듯).양슬개골.,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,031-867-9119,보호중,성체,dog,ENFP
411314202600081,기타축종,2026(60일미만)(년생),Q,U,호기심 왕성한 새끼로 활발하고 호기심이 많음. 탐색하기를 좋아함.,동물구조관리협회,경기도 양주시 남면 감악산로 63-37  (사)한국동물구조관리협회,031-867-9119,보호중,새끼,dog,ENFP
411302202600120,푸들,2022(년생),M,Y,온순하고 활발함. 미약한 눈꼽확인,남산동물병원,서울특별시 용산구 후암로 51 (후암동) 1층,02-778-7582,보호중,성체,dog,ENFP
411302202600116,한국 고양이,2026(60일미만)(년생),F,N,아직 어리지만 예민하고 환경 변화에 민감함. 익숙한 환경에서 안정적임.,남산동물병원,서울특별시 용산구 후암로 51 (후암동) 1층,02-778-7582,보호중,새끼,cat,ISTJ
469569202600220,믹스견,2025(년생),F,N,어린 나이에도 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,세종유기동물보호센터,세종특별자치시  전동면 미륵당1길 188 (전동면) ,010-4435-3720,보호중,새끼,dog,INFP
469569202600219,믹스견,2026(년생),F,N,호기심 왕성한 새끼로 경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,세종유기동물보호센터,세종특별자치시  전동면 미륵당1길 188 (전동면) ,010-4435-3720,보호중,새끼,dog,ISFJ
469569202600218,믹스견,2026(년생),F,N,호기심 왕성한 새끼로 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,세종유기동물보호센터,세종특별자치시  전동면 미륵당1길 188 (전동면) ,010-4435-3720,보호중,새끼,dog,INFP
469569202600217,믹스견,2026(년생),F,N,호기심 왕성한 새끼로 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,세종유기동물보호센터,세종특별자치시  전동면 미륵당1길 188 (전동면) ,010-4435-3720,보호중,새끼,dog,INFP
469569202600216,믹스견,2026(년생),M,N,호기심 왕성한 새끼로 경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,세종유기동물보호센터,세종특별자치시  전동면 미륵당1길 188 (전동면) ,010-4435-3720,보호중,새끼,dog,ISFJ
469569202600215,믹스견,2024(년생),M,N,장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,세종유기동물보호센터,세종특별자치시  전동면 미륵당1길 188 (전동면) ,010-4435-3720,보호중,성체,dog,ENFP
448567202600370,시바,2020(년생),F,Y,충성심이 강하나 표현은 서툼. 자기 의사가 뚜렷함.,창원동물보호센터,경상남도 창원시 성산구 공단로474번길 117 (상복동) 창원동물보호센터,055-225-5701,종료(반환),성체,dog,ISTJ
448567202600356,비숑 프리제,2018(년생),F,U,"짧은 다리와 순한 성격, 치석 많음, 주변 놀러 왔다가 길 잃어버린 듯 함",창원동물보호센터,경상남도 창원시 성산구 공단로474번길 117 (상복동) 창원동물보호센터,055-225-5701,보호중,노령,dog,ESFJ
448548202600284,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,태민동물보호센터,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",010-2868-2108,보호중,새끼,dog,ISTJ
448548202600283,믹스견,2026(년생),F,N,호기심 왕성한 새끼로 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,태민동물보호센터,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",010-2868-2108,보호중,새끼,dog,ENFP
448548202600282,믹스견,2026(년생),F,N,아직 어리지만 활발하고 에너지가 넘침. 낯선 환경에도 호기심이 많음.,태민동물보호센터,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",010-2868-2108,보호중,새끼,dog,ENFP
448548202600281,믹스견,2026(년생),M,N,호기심 왕성한 새끼로 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,태민동물보호센터,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",010-2868-2108,보호중,새끼,dog,ISTJ
448548202600280,믹스견,2026(년생),M,N,호기심 왕성한 새끼로 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,태민동물보호센터,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",010-2868-2108,보호중,새끼,dog,ISTJ
448548202600279,믹스견,2026(년생),F,N,호기심 왕성한 새끼로 활발하고 에너지가 넘침. 낯선 환경에도 호기심이 많음.,태민동물보호센터,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",010-2868-2108,보호중,새끼,dog,ENFP
448548202600278,믹스견,2026(년생),F,N,어린 나이에도 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,태민동물보호센터,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",010-2868-2108,보호중,새끼,dog,ENFP
448542202600334,믹스견,2024(년생),F,N,온순하고 사람을 잘 따름. 겁이 약간 있으나 금방 적응함.,고성군 동물가족센터,경상남도 고성군 고성읍 동해로 123  고성군 동물가족센터,055-670-4346,보호중,성체,dog,ESFJ
448542202600333,믹스견,2026(60일미만)(년생),F,N,아직 어리지만 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,고성군 동물가족센터,경상남도 고성군 고성읍 동해로 123  고성군 동물가족센터,055-670-4346,보호중,새끼,dog,ENFP
448542202600331,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,고성군 동물가족센터,경상남도 고성군 고성읍 동해로 123  고성군 동물가족센터,055-670-4346,보호중,새끼,dog,ISTJ
448541202600434,믹스견,2026(60일미만)(년생),F,N,어린 나이에도 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,창녕 유기동물보호소,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,010-5488-5003,보호중,새끼,dog,INFP
448541202600433,믹스견,2023(년생),F,N,순하고 입질이 없음. 보호자에 대한 의존도가 높음.,창녕 유기동물보호소,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,010-5488-5003,보호중,성체,dog,ISFJ
448541202600432,믹스견,2023(년생),M,N,예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,창녕 유기동물보호소,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,010-5488-5003,보호중,성체,dog,ISTJ
448541202600431,믹스견,2023(년생),F,N,순하고 입질이 없음. 보호자에 대한 의존도가 높음.,창녕 유기동물보호소,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,010-5488-5003,보호중,성체,dog,ISFJ
448539202600039,믹스견,2024(년생),F,U,활발하고 에너지가 넘침. 낯선 환경에도 호기심이 많음.,의령군 동물보호센터,경상남도 의령군 의령읍 남강로 485-75  ,055-570-4203,보호중,성체,dog,ENFP
448539202600038,믹스견,2024(년생),M,U,경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,의령군 동물보호센터,경상남도 의령군 의령읍 남강로 485-75  ,055-570-4203,보호중,성체,dog,ISFJ
448539202600037,치와와,2020(년생),M,U,"순함, 겁 많음",의령군 동물보호센터,경상남도 의령군 의령읍 남강로 485-75  ,055-570-4203,보호중,성체,dog,ESTJ
448537202600308,믹스견,2020(년생),M,N,"순함,칩없음",거제시동물보호센터,경상남도 거제시 사등면 두동로1길 107  거제시동물보호센터,055-639-6368,보호중,성체,dog,ISTJ
448537202600307,그레이 하운드,2018(년생),M,Y,순한편이나 겁이 조금있음,거제시동물보호센터,경상남도 거제시 사등면 두동로1길 107  거제시동물보호센터,055-639-6368,보호중,노령,dog,ISTP
448536202600198,믹스견,2026(년생),M,N,아직 어리지만 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,밀양시 동물보호센터,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,070-4113-7288,보호중,새끼,dog,ISTJ
448536202600197,믹스견,2024(년생),F,N,"젖이 불어있는 새끼 낳은 흔적, 매우 순함, 귀가 매력적",밀양시 동물보호센터,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,070-4113-7288,보호중,성체,dog,ESFJ
448536202600196,믹스견,2026(년생),F,N,어린 나이에도 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,밀양시 동물보호센터,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,070-4113-7288,보호중,새끼,dog,ISTJ
448534202600069,믹스견,2026(60일미만)(년생),M,N,어린 나이에도 경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,사천시 동물보호센터,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,055-831-3768,보호중,새끼,dog,ISFJ
448534202600068,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,사천시 동물보호센터,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,055-831-3768,보호중,새끼,dog,ISTJ
448534202600067,믹스견,2024(년생),M,N,사람 손길 좋아함,사천시 동물보호센터,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,055-831-3768,종료(반환),성체,dog,ISTJ
448531202600458,믹스견,2026(60일미만)(년생),F,N,겁많고 순함,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",055-749-6134,보호중,새끼,dog,ISTJ
448531202600457,믹스견,2026(년생),M,N,겁많고 순함,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",055-749-6134,종료(반환),새끼,dog,ISTJ
447522202600202,골든 리트리버,2026(년생),F,N,호기심 왕성한 새끼로 온순하고 사람을 매우 좋아함. 누구에게나 친근하게 대함.,칠곡유기동물보호센터,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,054-973-5710,보호중,새끼,dog,ESFJ
447522202600201,믹스견,2026(60일미만)(년생),F,N,아직 어리지만 온순하고 사람을 잘 따름. 겁이 약간 있으나 금방 적응함.,칠곡유기동물보호센터,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,054-973-5710,보호중,새끼,dog,ESFJ
447521202600157,기타,2026(60일미만)(년생),F,N,"귀엽고, 사람좋아함, 활발함",성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ISTP
447521202600156,기타,2026(60일미만)(년생),M,N,"귀엽고, 사람좋아함, 활발함",성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ESFJ
447521202600155,기타,2026(60일미만)(년생),M,N,"귀엽고, 사람좋아함, ",성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ENFP
447521202600154,기타,2026(60일미만)(년생),F,N,"귀엽고, 사람좋아함, 활발함",성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ESFJ
447521202600153,기타,2026(60일미만)(년생),F,N,아직 어리지만 온순하고 순함. 사람을 잘 따름.,성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ESFJ
447521202600152,기타,2026(60일미만)(년생),M,N,아직 어리지만 독립적이고 자기 페이스대로 생활함. 적응력이 좋음.,성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ISTP
447521202600151,기타,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 독립적이고 자기 페이스대로 생활함. 적응력이 좋음.,성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ISTP
447521202600150,기타,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 활발하고 에너지가 넘침. 사교적임.,성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ENFP
447521202600149,기타,2026(60일미만)(년생),F,N,어린 나이에도 활발하고 에너지가 넘침. 사교적임.,성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ENFP
447521202600148,기타,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 독립적이고 자기 페이스대로 생활함. 적응력이 좋음.,성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ISTP
447521202600147,기타,2026(60일미만)(년생),F,N,"너무너무 귀여움, 사람좋아함",성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ENFP
447521202600146,기타,2026(60일미만)(년생),M,N,"너무너무 귀여움, 사람좋아함",성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ISTP
447521202600145,기타,2026(60일미만)(년생),M,N,"너무너무 귀여움, 사람좋아함",성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ISTP
447521202600144,기타,2026(60일미만)(년생),M,N,어린 나이에도 활발하고 에너지가 넘침. 사교적임.,성주군동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,010-2949-6699,보호중,새끼,dog,ENFP
447519202600114,믹스견,2025(년생),F,U,어린 나이에도 순하고 입질이 없음. 보호자에 대한 의존도가 높음.,청도군동물보호센터,경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,054-371-9267,보호중,새끼,dog,ISFJ
447519202600113,믹스견,2025(년생),F,U,호기심 왕성한 새끼로 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,청도군동물보호센터,경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,054-371-9267,보호중,새끼,dog,ISTJ
447519202600112,믹스견,2024(년생),M,U,사람을경계함,청도군동물보호센터,경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,054-371-9267,보호중,성체,dog,ENFP
447519202600111,믹스견,2026(60일미만)(년생),F,U,호기심 왕성한 새끼로 순하고 입질이 없음. 보호자에 대한 의존도가 높음.,청도군동물보호센터,경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,054-371-9267,보호중,새끼,dog,ISFJ
447519202600110,믹스견,2025(년생),M,U,어린 나이에도 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,청도군동물보호센터,경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,054-371-9267,보호중,새끼,dog,ISTJ
447513202600279,믹스견,2026(년생),M,N,아직 어리지만 순하고 입질이 없음. 보호자에 대한 의존도가 높음.,경산시유기동물보호소,경상북도 경산시 용성면 사양지길 95 (용성면) ,010-2536-0955,보호중,새끼,dog,ISFJ
447513202600278,믹스견,2026(60일미만)(년생),F,N,아직 어리지만 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,경산시유기동물보호소,경상북도 경산시 용성면 사양지길 95 (용성면) ,010-2536-0955,보호중,새끼,dog,ENFP
447513202600277,믹스견,2025(년생),M,N,어린 나이에도 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,경산시유기동물보호소,경상북도 경산시 용성면 사양지길 95 (용성면) ,010-2536-0955,보호중,새끼,dog,ENFP
447513202600276,믹스견,2025(년생),F,N,호기심 왕성한 새끼로 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,경산시유기동물보호소,경상북도 경산시 용성면 사양지길 95 (용성면) ,010-2536-0955,보호중,새끼,dog,INFP
447513202600275,말티즈,2016(년생),M,Y,나이가 들었지만 온순하고 애교가 많음. 보호자에게 매우 의존적임.,경산시유기동물보호소,경상북도 경산시 용성면 사양지길 95 (용성면) ,010-2536-0955,종료(반환),노령,dog,ESFJ
447513202600274,믹스견,2023(년생),F,N,활발하고 에너지가 넘침. 낯선 환경에도 호기심이 많음.,경산시유기동물보호소,경상북도 경산시 용성면 사양지길 95 (용성면) ,010-2536-0955,보호중,성체,dog,ENFP
447513202600273,믹스견,2025(년생),M,N,호기심 왕성한 새끼로 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,경산시유기동물보호소,경상북도 경산시 용성면 사양지길 95 (용성면) ,010-2536-0955,보호중,새끼,dog,ISTJ
447508202600502,믹스견,2024(년생),M,N,순함 / 구충제 투여,구미시 동물보호센터,경상북도 구미시 옥성면 선상동로 1358  애니멀 케어 센터,054-481-5809,보호중,성체,dog,ENFP
447506202600107,믹스견,2024(년생),F,U,"온순하고 조용함, 사람을 따르며 애교부림",김천시 동물보호센터,경상북도 김천시 구성면 남김천대로 3296-22  하강리 44(김천시 유기동물보호센터),054-421-2547,보호중,성체,dog,ISTJ
447506202600106,믹스견,2025(년생),F,N,경계심 강하고 공격적임,김천시 동물보호센터,경상북도 김천시 구성면 남김천대로 3296-22  하강리 44(김천시 유기동물보호센터),054-421-2547,보호중,새끼,dog,ISTJ
447505202600261,믹스견,2024(년생),F,N,순둥순둥 사람 잘따르는 성격좋은 강아지!! 사상충 양성.,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,010-8889-2883,보호중,성체,dog,INFP
447505202600260,한국 고양이,2026(년생),F,N,어린 나이에도 활발하고 호기심이 왕성함. 장난감에 관심이 많음.,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,010-8889-2883,보호중,새끼,cat,ENFP
447505202600259,믹스견,2021(년생),M,N,겁이많아 눈치를 보지만 온순한 강아지. 오른쪽 다리 안좋음. 사상충 양성,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,010-8889-2883,종료(반환),성체,dog,ESFJ
447505202600258,믹스견,2026(년생),F,N,사람을 좋아하는 온순한 성격의  강아지,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,010-8889-2883,보호중,새끼,dog,ISTJ
447505202600257,믹스견,2026(년생),F,N,사람을 좋아하고 엄청 활발한 성격의 강아지!!,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,010-8889-2883,보호중,새끼,dog,ESFJ
